Unnamed: 0,New Time of Access,API_Key,Rate Limiting,Endpoint Entropy,HTTP Method,API Endpoint,HTTP Status,User-Agent,Classification Label,New Time of Access (SGT),Time Misuse Flag,Token Used,Method_POST,Time of Day
626,15/10/2024 10:29,sk-proj-wLgfbPwEZkC6R0VTiDAb,115,0.775988087,POST,/v1/auth/login,200,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,15/10/2024 18:29,Legitimate,115,0,Morning
627,17/4/2024 12:06,sk-proj-cKSGJdsJJ1JBIu9jupoM,35,0.359576077,POST,/v1/auth/login,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,17/4/2024 20:06,Potential Misuse,245,0,Afternoon
628,12/1/2024 6:53,sk-proj-dUxtnYKB94Y0RgKbwtgJ,57,0.759743669,POST,/api/unknown,403,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,12/1/2024 14:53,Legitimate,228,0,Morning
629,20/9/2024 5:52,AIzaudir7fDpC6EF8uUlSq78nI08zzp8S4,37,0.451321288,POST,/v1/auth/login,200,Python-Requests/2.26.0,Potential Misuse,20/9/2024 13:52,Legitimate,74,0,Night
630,17/1/2024 9:21,sk-proj-GQYOYxEd5ypUNozO1eSn,74,0.502773504,POST,/maps/api/geocode/json,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Legitimate,17/1/2024 17:21,Legitimate,592,0,Morning
631,7/4/2024 18:37,AIzaENGpRDXu3JyDrlGm9NkHBHhaCZmg6i,88,0.958108793,POST,/v1/auth/login,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,8/4/2024 2:37,Legitimate,264,0,Evening
632,21/11/2024 1:45,AIzagbS6jFxPv35Ooo4geLookTLA99uH3q,148,0.962064366,POST,/api/unknown,200,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,21/11/2024 9:45,Legitimate,444,0,Night
633,25/8/2024 17:07,AIzaaeX9RO4FFHuxsQtijseT5mpQYVC9R6,1,0.750477001,POST,/v1/chat/completions,200,cURL/7.79.1,Legitimate,26/8/2024 1:07,Legitimate,2,0,Afternoon
634,6/3/2024 14:10,AIzaR0HXyuuKKgWxyGDjKOQ62u1rrDL9M1,2,0.379587439,POST,/v1/admin/config,403,wget/1.21.2,Potential Misuse,6/3/2024 22:10,Potential Misuse,12,0,Afternoon
635,30/8/2024 10:26,AIzafLXg0mlH91rIg464BCH4KwfDYePJse,19,0.597862344,POST,/maps/api/geocode/json,403,wget/1.21.2,Legitimate,30/8/2024 18:26,Legitimate,114,0,Morning
636,28/2/2024 16:49,sk-proj-LkV59dgvLdI2yTq863ZO,77,0.357004286,POST,/v1/auth/login,200,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,29/2/2024 0:49,Legitimate,693,0,Afternoon
637,19/3/2024 5:52,sk-proj-uw26MDEzPGqs0saxr40Q,67,0.655746927,POST,/v1/auth/login,200,wget/1.21.2,Potential Misuse,19/3/2024 13:52,Legitimate,67,0,Night
638,16/1/2024 13:15,AIza1q484HIPHMP9qYFtVJiM3BCqir7fxu,34,0.570775027,POST,/v1/admin/config,403,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,16/1/2024 21:15,Potential Misuse,68,0,Afternoon
639,16/10/2024 18:47,AIzagUU298m59xmPl5iOlyP3njFd7AUl7e,144,0.271848705,POST,/v1/admin/config,200,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,17/10/2024 2:47,Legitimate,720,0,Evening
640,15/2/2024 5:35,sk-proj-1UFJPlIh2z9aoiR2WpYe,33,0.677541853,POST,/v1/auth/login,429,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,15/2/2024 13:35,Legitimate,297,0,Night
641,24/8/2024 17:05,AIzaRmb62vZg5RMxHIOE82Ww2kREhYYujD,108,0.224830845,POST,/api/unknown,403,cURL/7.79.1,Potential Misuse,25/8/2024 1:05,Legitimate,648,0,Afternoon
642,16/3/2024 13:47,sk-proj-5m3VlmxiKfA4ErQp82Sj,90,0.590143811,POST,/v1/admin/config,429,Python-Requests/2.26.0,Potential Misuse,16/3/2024 21:47,Potential Misuse,540,0,Afternoon
643,8/10/2024 11:24,sk-proj-ppSbJbz4p6PMJCfnfnsB,120,0.182939085,POST,/api/unknown,200,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,8/10/2024 19:24,Legitimate,840,0,Morning
644,18/9/2024 14:03,AIza6fhYof2GfsR2Axy8sJRnqKIqru2QiP,69,0.65926725,POST,/v1/chat/completions,403,PostmanRuntime/7.29.0,Legitimate,18/9/2024 22:03,Potential Misuse,207,0,Afternoon
645,19/4/2024 0:30,AIza6f0JVu4s1Rbtg7QS178dGVGYl8rANL,84,0.693948028,POST,/v1/admin/config,403,wget/1.21.2,Potential Misuse,19/4/2024 8:30,Legitimate,504,0,Night
646,4/6/2024 8:53,AIzaBMOkrnmh6LyRkKqaHj0MZaJbIFCgla,64,0.736729401,POST,/v1/admin/config,200,wget/1.21.2,Potential Misuse,4/6/2024 16:53,Legitimate,576,0,Morning
647,26/7/2024 13:01,AIzaYVjZSA8o0wU7aT0lqM6pZ3bSeL3lcP,50,0.162598194,POST,/api/unknown,403,Node.js/18.3.0,Potential Misuse,26/7/2024 21:01,Potential Misuse,200,0,Afternoon
648,6/11/2024 13:37,sk-proj-dNUHQsZZda1wnJYNOM0h,69,0.740005024,POST,/maps/api/geocode/json,403,Scrapy/2.5.1 (+https://scrapy.org),Legitimate,6/11/2024 21:37,Potential Misuse,276,0,Afternoon
649,5/8/2024 0:48,sk-proj-3MBD4P8CrV6ndzbzi6RN,8,0.67194238,POST,/api/unknown,429,cURL/7.79.1,Potential Misuse,5/8/2024 8:48,Legitimate,72,0,Night
650,30/11/2024 2:15,AIza65KQgoYgACI8jXeVTI4yifR0SbHdrX,74,0.937745582,POST,/api/unknown,403,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,30/11/2024 10:15,Legitimate,518,0,Night
651,8/2/2024 14:33,sk-proj-X76Wy36GUMUnEZUgEEVz,13,0.626784683,POST,/maps/api/geocode/json,200,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,8/2/2024 22:33,Potential Misuse,78,0,Afternoon
652,2/6/2024 13:20,AIzaecOD7QC0lohJqBLhmPtoZAVTVshyIN,43,0.663854193,POST,/v1/auth/login,403,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,2/6/2024 21:20,Potential Misuse,86,0,Afternoon
653,23/5/2024 20:56,sk-proj-5faSm0cyMqhmvUKSn4YT,78,0.535475534,POST,/api/unknown,429,Node.js/18.3.0,Potential Misuse,24/5/2024 4:56,Legitimate,546,0,Evening
654,10/5/2024 6:48,AIzascp4TQHrK5a5i1Z9boPN6bs0twsWDe,10,0.364098876,POST,/api/unknown,403,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,10/5/2024 14:48,Legitimate,80,0,Morning
655,27/3/2024 2:47,sk-proj-wg6LuXhd30oj2IzucuSl,48,0.546098657,POST,/v1/chat/completions,200,"AppleWebKit/537.36 (KHTML, like Gecko)",Legitimate,27/3/2024 10:47,Legitimate,240,0,Night
656,19/9/2024 20:42,sk-proj-nXC3qWF6hsDFubMYMB5Q,87,0.306213893,POST,/v1/admin/config,429,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,20/9/2024 4:42,Legitimate,522,0,Evening
657,8/11/2024 13:00,sk-proj-IRAeqWyxSGPsmKqNSDBC,41,0.327205875,POST,/v1/chat/completions,429,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,8/11/2024 21:00,Potential Misuse,164,0,Afternoon
658,4/10/2024 15:23,sk-proj-KbuxY2W5l5SGjx6u2YlL,135,0.369332235,POST,/maps/api/geocode/json,200,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,4/10/2024 23:23,Potential Misuse,270,0,Afternoon
659,18/3/2024 2:32,sk-proj-nCYkW50IjoqxIWYH1Sng,13,0.578116503,POST,/v1/auth/login,403,cURL/7.79.1,Potential Misuse,18/3/2024 10:32,Legitimate,13,0,Night
660,25/10/2024 11:24,sk-proj-TrpqwplWggdlyJtywA0q,66,0.63531459,POST,/v1/auth/login,403,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,25/10/2024 19:24,Legitimate,396,0,Morning
661,1/8/2024 12:07,AIza3RET2hVeGLrPUIOKkBwRGa1gY11YD6,55,0.748087327,POST,/api/unknown,200,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,1/8/2024 20:07,Potential Misuse,55,0,Afternoon
662,20/4/2024 6:12,AIzakIBMljGTsAnfO6v0zl1qLUrOKSYhXP,58,0.890113908,POST,/v1/chat/completions,200,PostmanRuntime/7.29.0,Legitimate,20/4/2024 14:12,Legitimate,58,0,Morning
663,23/10/2024 17:59,sk-proj-k69H2iLq7fcjTdncR1F0,101,0.929153277,POST,/v1/admin/config,200,cURL/7.79.1,Potential Misuse,24/10/2024 1:59,Legitimate,808,0,Afternoon
664,21/11/2024 0:39,sk-proj-rU2Hy05D9Y2XPPASEcC6,32,0.203481644,POST,/v1/admin/config,403,PostmanRuntime/7.29.0,Potential Misuse,21/11/2024 8:39,Legitimate,32,0,Night
665,7/6/2024 21:36,AIzaYrZx3gM5K8AKXwZkQIcnu44GU8uuhu,111,0.746750104,POST,/v1/chat/completions,200,Googlebot/2.1 (+http://www.google.com/bot.html),Legitimate,8/6/2024 5:36,Legitimate,999,0,Evening
666,14/10/2024 0:22,sk-proj-kMwQGaXE9NoHCjjgHuJu,103,0.542603476,POST,/v1/auth/login,429,Python-Requests/2.26.0,Potential Misuse,14/10/2024 8:22,Legitimate,412,0,Night
667,12/3/2024 23:31,sk-proj-dBwyTPU4fKGgKQLA636B,88,0.943733773,POST,/v1/auth/login,200,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,13/3/2024 7:31,Legitimate,704,0,Evening
668,8/2/2024 21:05,sk-proj-NA7NHGrTRaxRzXO2nVPj,102,0.893129578,POST,/api/unknown,403,cURL/7.79.1,Potential Misuse,9/2/2024 5:05,Legitimate,408,0,Evening
669,20/8/2024 4:12,AIzao6cqUaYlJouKqTywXIyo7BsKrFs1fB,55,0.804094217,POST,/v1/admin/config,403,cURL/7.79.1,Potential Misuse,20/8/2024 12:12,Legitimate,495,0,Night
670,27/8/2024 0:15,sk-proj-6pK33o2JTebFLQ4Tyk4z,144,0.729804198,POST,/v1/admin/config,429,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,27/8/2024 8:15,Legitimate,720,0,Night
671,8/10/2024 6:03,AIzaoHL0z9EPyqNgdHJ3pv2PBrSwpOMvRh,24,0.411473732,POST,/v1/chat/completions,200,cURL/7.79.1,Legitimate,8/10/2024 14:03,Legitimate,144,0,Morning
672,10/1/2024 6:03,AIzaTqyX8rUaCXHL2ybRjDdjxGF5prKjlQ,7,0.733767318,POST,/api/unknown,403,Python-Requests/2.26.0,Potential Misuse,10/1/2024 14:03,Legitimate,21,0,Morning
673,13/7/2024 6:56,AIza2QgSrnrf1XfBEwWIwmwSloBOTg54Yh,73,0.324560301,POST,/v1/auth/login,403,Node.js/18.3.0,Potential Misuse,13/7/2024 14:56,Legitimate,584,0,Morning
674,1/5/2024 20:49,AIzao4RH0CzZ5yNxBm8SqWPP4FbvTnEveK,19,0.389265032,POST,/api/unknown,200,PostmanRuntime/7.29.0,Potential Misuse,2/5/2024 4:49,Legitimate,38,0,Evening
675,5/12/2024 5:26,AIzaKKiflEDsGMoLCtDqT8kav0Cb8SOrjj,116,0.322779859,POST,/v1/chat/completions,403,Scrapy/2.5.1 (+https://scrapy.org),Legitimate,5/12/2024 13:26,Legitimate,232,0,Night
676,27/5/2024 17:59,sk-proj-3RcwNZ9Qwz4ToYb0q8JX,123,0.753406905,POST,/api/unknown,403,wget/1.21.2,Potential Misuse,28/5/2024 1:59,Legitimate,861,0,Afternoon
677,15/11/2024 7:43,AIzaq5GFkome04U6z8zZyDz0uqhub7dKzp,150,0.539647444,POST,/v1/chat/completions,200,wget/1.21.2,Legitimate,15/11/2024 15:43,Legitimate,1350,0,Morning
678,24/11/2024 17:24,AIzaiF4CAWEQd1ITJb1uKvZHpTDMGrbpji,87,0.25857026,POST,/v1/admin/config,200,wget/1.21.2,Potential Misuse,25/11/2024 1:24,Legitimate,696,0,Afternoon
679,11/11/2024 7:54,sk-proj-NLSthdIlK96muTwYgvWa,32,0.356115086,POST,/v1/chat/completions,429,Node.js/18.3.0,Legitimate,11/11/2024 15:54,Legitimate,32,0,Morning
680,1/7/2024 8:44,AIzaXt9sfRLIDmabv08xJKUoB5ZZDAme0T,127,0.930972974,POST,/v1/chat/completions,200,Scrapy/2.5.1 (+https://scrapy.org),Legitimate,1/7/2024 16:44,Legitimate,1016,0,Morning
681,25/10/2024 20:07,sk-proj-uAP0D78Lacw8heCYynhG,64,0.205748155,POST,/api/unknown,429,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,26/10/2024 4:07,Legitimate,576,0,Evening
682,5/1/2024 10:19,AIzaPG6kecbKFTobBPS3BPpSUFsvjkUsIu,54,0.79428893,POST,/v1/chat/completions,403,Scrapy/2.5.1 (+https://scrapy.org),Legitimate,5/1/2024 18:19,Legitimate,324,0,Morning
683,23/12/2024 1:40,sk-proj-QPaDoX60hWgoUHNCMrSg,83,0.900375578,POST,/api/unknown,200,wget/1.21.2,Potential Misuse,23/12/2024 9:40,Legitimate,747,0,Night
684,2/12/2024 7:42,sk-proj-PZL6EWBTzzDU6dvto7jl,71,0.534651983,POST,/api/unknown,403,Node.js/18.3.0,Potential Misuse,2/12/2024 15:42,Legitimate,426,0,Morning
685,10/3/2024 2:50,AIzas7uIvLcmf59lcwE3OUQ5wmTpCTy0gh,9,0.140512379,POST,/v1/auth/login,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,10/3/2024 10:50,Legitimate,9,0,Night
686,11/1/2024 3:15,sk-proj-asKKNIKH5Vrfd51EgydB,25,0.930126356,POST,/v1/chat/completions,403,Node.js/18.3.0,Legitimate,11/1/2024 11:15,Legitimate,75,0,Night
687,30/8/2024 14:34,AIza34RY1f5i5ERp2Yor8zkScScHulJCL4,35,0.267825338,POST,/maps/api/geocode/json,200,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,30/8/2024 22:34,Potential Misuse,315,0,Afternoon
688,28/12/2024 17:10,sk-proj-YW0j5KW9Tbgxe1cb4RNj,150,0.638507966,POST,/v1/admin/config,403,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,29/12/2024 1:10,Legitimate,1200,0,Afternoon
689,23/2/2024 18:01,AIzaUVKr5P7Be4ar9LE1zZhI9Og8RuF9sN,16,0.955377013,POST,/v1/chat/completions,403,"AppleWebKit/537.36 (KHTML, like Gecko)",Legitimate,24/2/2024 2:01,Legitimate,16,0,Evening
690,28/11/2024 11:43,AIzaOcVMFK9WMkuPOrhKKIzNTZK0Nyecti,41,0.775789408,POST,/v1/chat/completions,200,wget/1.21.2,Legitimate,28/11/2024 19:43,Legitimate,328,0,Morning
691,12/6/2024 14:55,AIzaz9k0ZevgoLWMPHoMIVYI8zjUZ0fTIV,85,0.297966021,POST,/v1/chat/completions,403,Scrapy/2.5.1 (+https://scrapy.org),Legitimate,12/6/2024 22:55,Potential Misuse,680,0,Afternoon
692,26/6/2024 23:18,sk-proj-tyylZ9Lw7B8U58XJ3l4L,10,0.110632062,POST,/v1/auth/login,429,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,27/6/2024 7:18,Legitimate,30,0,Evening
693,9/7/2024 8:12,sk-proj-5TJxPL2iOaZ91fFqjFZM,49,0.802488124,POST,/v1/chat/completions,403,cURL/7.79.1,Legitimate,9/7/2024 16:12,Legitimate,392,0,Morning
694,12/9/2024 5:32,AIzaLFJc8XTJz0zNXoIVkyE0LK7ai6opKg,122,0.625295647,POST,/v1/auth/login,200,PostmanRuntime/7.29.0,Potential Misuse,12/9/2024 13:32,Legitimate,1098,0,Night
695,15/7/2024 15:04,AIzaZtEOIJM92Y8k6PcrRQmDxOrfWfSWsK,88,0.276726161,POST,/api/unknown,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,15/7/2024 23:04,Potential Misuse,88,0,Afternoon
696,8/5/2024 14:56,AIzavfX0LCe0YPawYfiFlfQNDsVorXIk0E,57,0.27356285,POST,/v1/auth/login,200,PostmanRuntime/7.29.0,Potential Misuse,8/5/2024 22:56,Potential Misuse,285,0,Afternoon
697,22/2/2024 17:21,AIzaGZipdwaV4RAsE4fcf1tKaOBvzurLlE,116,0.705372073,POST,/v1/admin/config,403,Node.js/18.3.0,Potential Misuse,23/2/2024 1:21,Legitimate,464,0,Afternoon
698,14/6/2024 13:53,sk-proj-B0tEvrJ2C6iSHq1vlSkP,91,0.238068832,POST,/maps/api/geocode/json,200,wget/1.21.2,Legitimate,14/6/2024 21:53,Potential Misuse,455,0,Afternoon
699,24/12/2024 0:00,AIzaCyaKmSS1CmRbzv9hme7pY3AKDtnvuU,45,0.217823467,POST,/v1/auth/login,200,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,24/12/2024 8:00,Legitimate,315,0,Night
700,24/3/2024 4:39,sk-proj-WPKbcuu9GcDGgqJBFUil,96,0.647300714,POST,/api/unknown,403,PostmanRuntime/7.29.0,Potential Misuse,24/3/2024 12:39,Legitimate,672,0,Night
701,16/11/2024 7:08,AIzaWZ9Aw4xWRBCakQO2MDQ4CsUoH0mD5e,46,0.965321137,POST,/v1/chat/completions,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Legitimate,16/11/2024 15:08,Legitimate,46,0,Morning
702,15/8/2024 0:50,sk-proj-k3yexrsyhnr31GF2JAD2,75,0.910275556,POST,/v1/auth/login,429,Node.js/18.3.0,Potential Misuse,15/8/2024 8:50,Legitimate,300,0,Night
703,13/7/2024 18:47,sk-proj-c4ofccvqTBg3D5xNCb9T,148,0.572424818,POST,/maps/api/geocode/json,200,PostmanRuntime/7.29.0,Legitimate,14/7/2024 2:47,Legitimate,1184,0,Evening
704,21/12/2024 1:54,sk-proj-EFWkp6NyGLLyyhdBAw3B,27,0.160464746,POST,/v1/chat/completions,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Legitimate,21/12/2024 9:54,Legitimate,27,0,Night
705,15/8/2024 23:47,sk-proj-8p2Ki0kJtmc22dBH3Lr3,115,0.961116572,POST,/api/unknown,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,16/8/2024 7:47,Legitimate,690,0,Evening
706,5/1/2024 17:12,sk-proj-XOdeVkplOytpQKyK6JjK,78,0.355557752,POST,/maps/api/geocode/json,429,cURL/7.79.1,Legitimate,6/1/2024 1:12,Legitimate,624,0,Afternoon
707,26/8/2024 19:08,AIzacmrENtFWMPJZuo0eux7ST4PQtfz4VM,124,0.836769394,POST,/maps/api/geocode/json,403,Googlebot/2.1 (+http://www.google.com/bot.html),Legitimate,27/8/2024 3:08,Legitimate,1116,0,Evening
708,22/6/2024 2:06,sk-proj-JCdfsZRZJ76m6M2Jcy9Y,104,0.569515201,POST,/maps/api/geocode/json,403,"AppleWebKit/537.36 (KHTML, like Gecko)",Legitimate,22/6/2024 10:06,Legitimate,936,0,Night
710,3/7/2024 15:38,AIzan8B6zt9cSr88mOJXb3WNHULKMDYClN,30,0.902440655,POST,/v1/chat/completions,403,Python-Requests/2.26.0,Legitimate,3/7/2024 23:38,Potential Misuse,120,0,Afternoon
711,14/2/2024 22:42,AIza5qDCSh8p6z9lwkZIqbhrKYQt33ikDF,23,0.273452097,POST,/maps/api/geocode/json,200,PostmanRuntime/7.29.0,Legitimate,15/2/2024 6:42,Legitimate,207,0,Evening
712,17/10/2024 9:44,sk-proj-kqWwEd8D6G1MH3dAhabM,47,0.370999114,POST,/v1/chat/completions,200,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,17/10/2024 17:44,Legitimate,282,0,Morning
713,3/12/2024 19:53,AIzaMp7MJbNMd6nDW7U6Plknvv2x0pYwkq,149,0.356403773,POST,/api/unknown,403,Python-Requests/2.26.0,Potential Misuse,4/12/2024 3:53,Legitimate,298,0,Evening
714,12/9/2024 20:43,sk-proj-R7yXuqZpzaxUD4p40j6i,129,0.774312146,POST,/api/unknown,403,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,13/9/2024 4:43,Legitimate,903,0,Evening
715,26/11/2024 23:58,AIzaXrqr6tVvpZplIEnrsreb3mM1WuUH5W,77,0.384341652,POST,/api/unknown,200,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,27/11/2024 7:58,Legitimate,693,0,Evening
716,12/7/2024 13:05,sk-proj-3CvmxqZisUVcuHpf6koK,42,0.192877594,POST,/v1/chat/completions,200,wget/1.21.2,Legitimate,12/7/2024 21:05,Potential Misuse,126,0,Afternoon
717,26/9/2024 16:23,AIzaDP0C4GQ0pDC0RA8PrxsPyMj4tV8CNz,23,0.177483142,POST,/v1/admin/config,403,PostmanRuntime/7.29.0,Potential Misuse,27/9/2024 0:23,Legitimate,46,0,Afternoon
718,27/9/2024 7:33,sk-proj-QTgOoIjvYBpniDH2NSlN,98,0.199140299,POST,/v1/chat/completions,200,Googlebot/2.1 (+http://www.google.com/bot.html),Legitimate,27/9/2024 15:33,Legitimate,490,0,Morning
719,29/4/2024 13:21,AIzaiHeOPL8IXDr4KOmgLUicOPO5Gfbk4A,79,0.335944183,POST,/v1/chat/completions,403,cURL/7.79.1,Legitimate,29/4/2024 21:21,Potential Misuse,553,0,Afternoon
720,13/10/2024 1:20,sk-proj-hVZEEkY9xkItPJ2919tu,9,0.59830942,POST,/v1/auth/login,429,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,13/10/2024 9:20,Legitimate,81,0,Night
721,20/7/2024 1:52,AIzam7F4YwBGME7dhTpOAj8gLjGQJRNwB8,53,0.749269489,POST,/v1/auth/login,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,20/7/2024 9:52,Legitimate,106,0,Night
722,12/9/2024 8:27,AIzaO9HcXl7IPqUTvdwwbnHl1mltqw6JIS,75,0.499439659,POST,/v1/admin/config,200,Python-Requests/2.26.0,Potential Misuse,12/9/2024 16:27,Legitimate,375,0,Morning
723,5/6/2024 3:00,sk-proj-t5ssqhwGERXQCmYTmuMV,133,0.494520708,POST,/v1/auth/login,403,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,5/6/2024 11:00,Legitimate,1197,0,Night
724,27/4/2024 20:32,sk-proj-qD5eq3oHsaFnHt1QFi0B,56,0.852845052,POST,/v1/auth/login,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,28/4/2024 4:32,Legitimate,336,0,Evening
725,16/8/2024 10:06,AIzavx08dwsAtAWYj8ErzELXQxwizeZrwG,101,0.81256817,POST,/maps/api/geocode/json,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Legitimate,16/8/2024 18:06,Legitimate,606,0,Morning
726,16/8/2024 1:37,sk-proj-PJcR01F3lDd3TMghxYhQ,61,0.581160447,POST,/maps/api/geocode/json,200,Node.js/18.3.0,Legitimate,16/8/2024 9:37,Legitimate,427,0,Night
727,16/11/2024 9:10,AIza527Dfh9Z4CI8bohiNQct7YvkeUQhAb,138,0.42156151,POST,/v1/admin/config,403,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,16/11/2024 17:10,Legitimate,1104,0,Morning
728,10/12/2024 3:59,sk-proj-rdXU0SyfgevXXRqaT46e,9,0.234823861,POST,/v1/admin/config,429,Node.js/18.3.0,Potential Misuse,10/12/2024 11:59,Legitimate,18,0,Night
729,12/10/2024 16:41,sk-proj-Fz3F2ZSGv9gKetgGjAg1,39,0.249471455,POST,/maps/api/geocode/json,403,cURL/7.79.1,Legitimate,13/10/2024 0:41,Legitimate,195,0,Afternoon
731,30/8/2024 0:47,sk-proj-fCeEPSBMV2ptD2CQYvoD,102,0.322586256,POST,/maps/api/geocode/json,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Legitimate,30/8/2024 8:47,Legitimate,510,0,Night
732,28/6/2024 2:45,sk-proj-HWjEhslAvRac1sMu0a0b,150,0.6004556,POST,/v1/chat/completions,429,cURL/7.79.1,Legitimate,28/6/2024 10:45,Legitimate,900,0,Night
733,26/5/2024 1:32,sk-proj-oZkO3GHUvEaePhZ80kaI,64,0.956527416,POST,/api/unknown,200,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,26/5/2024 9:32,Legitimate,576,0,Night
734,29/6/2024 7:18,sk-proj-PiECgjQDHHcVEFLfO3cU,99,0.282813677,POST,/api/unknown,429,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,29/6/2024 15:18,Legitimate,198,0,Morning
736,3/2/2024 19:38,sk-proj-q8Hf4TPy17ks6y75hE1N,87,0.581821741,POST,/v1/admin/config,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,4/2/2024 3:38,Legitimate,348,0,Evening
737,12/9/2024 3:12,AIza90UKdxx78BwjrJVutXqHktO1KzBXN9,82,0.875116414,POST,/maps/api/geocode/json,403,cURL/7.79.1,Legitimate,12/9/2024 11:12,Legitimate,328,0,Night
738,6/12/2024 19:41,AIzarCleIdddzkd9KYSTHawepBBTHyj7GY,6,0.718903464,POST,/v1/chat/completions,403,Python-Requests/2.26.0,Legitimate,7/12/2024 3:41,Legitimate,42,0,Evening
739,16/12/2024 11:57,sk-proj-y4wYMCe8Hpewlbhf2WpE,137,0.811002351,POST,/v1/auth/login,403,Node.js/18.3.0,Potential Misuse,16/12/2024 19:57,Legitimate,548,0,Morning
740,16/1/2024 0:45,sk-proj-yOKjp8IqcrXpuPhQl92H,35,0.449897136,POST,/maps/api/geocode/json,200,Python-Requests/2.26.0,Legitimate,16/1/2024 8:45,Legitimate,245,0,Night
741,20/11/2024 20:38,sk-proj-V9pgo0XmOZNcPtmXpwJL,71,0.717155586,POST,/v1/auth/login,200,PostmanRuntime/7.29.0,Potential Misuse,21/11/2024 4:38,Legitimate,568,0,Evening
742,27/2/2024 4:48,AIzaeFNIfHoFcabwSWKRhggBrCVWgDEEix,83,0.160128884,POST,/v1/admin/config,403,wget/1.21.2,Potential Misuse,27/2/2024 12:48,Legitimate,249,0,Night
743,11/7/2024 5:58,AIzaD7C5WIwtaJvEFSAV5bDjyu5TkGjumW,19,0.65764733,POST,/v1/admin/config,403,Python-Requests/2.26.0,Potential Misuse,11/7/2024 13:58,Legitimate,38,0,Night
744,3/1/2024 15:43,sk-proj-9zpIIowSnvjjsVXRKUf0,95,0.672481056,POST,/v1/auth/login,403,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,3/1/2024 23:43,Potential Misuse,190,0,Afternoon
745,20/5/2024 19:43,sk-proj-Re1FOMycMdaVyqaYQxWQ,119,0.694519229,POST,/api/unknown,403,Python-Requests/2.26.0,Potential Misuse,21/5/2024 3:43,Legitimate,1071,0,Evening
746,8/3/2024 8:14,sk-proj-FZGHqgRSPSW8cY7AC4iy,54,0.114717098,POST,/maps/api/geocode/json,200,cURL/7.79.1,Legitimate,8/3/2024 16:14,Legitimate,270,0,Morning
747,24/6/2024 13:13,AIzacgWefVX2HVOnd3ZsrZv7E3DBjFVGKd,29,0.303093742,POST,/maps/api/geocode/json,200,Python-Requests/2.26.0,Legitimate,24/6/2024 21:13,Potential Misuse,58,0,Afternoon
