Rate Limiting,Endpoint Entropy,HTTP Method,API Endpoint,HTTP Status,User-Agent,Token Used,Method_POST,Time of Day,Classification Label,New Time of Access,API_Key
150,0.763200686,POST,/api/product,403,PostmanRuntime/7.29.0,1350,1,Afternoon,1,2025-02-19 13:27:00,AIzaSyOq0ng5fpiVYRaP4K_qQkMuB-jYCRnE2hJwf
139,0.56183572,POST,/api/product,403,PostmanRuntime/7.29.0,695,1,Morning,1,2025-02-19 08:18:00,AIzaSy_7o2ywNMn0vBIWSHiMywGv54EMBYrUMUhZQ
59,0.390994186,POST,/v1/chat/completions,200,PostmanRuntime/7.29.0,354,1,Morning,0,2024-03-26 06:20:56,sk-proj-MBNYxudVDLsFWvT96S40rzCGpl2Vrc7AZ687tXsQphnEZ6IF
91,0.17073685,POST,/api/user,403,PostmanRuntime/7.29.0,546,1,Night,1,2025-02-19 03:48:00,sk-proj-EobV4CFrD75c9JBzeMkFO1lyWGYpWFnKUm1pMduKdhlQEesg
94,0.197303727,POST,/api/admin,429,PostmanRuntime/7.29.0,658,1,Morning,1,2025-02-19 05:52:00,sk-ant-api03-1bqRDMRokxsLy0DVgzIsJeWKCnPEfkNf7kU_IlOx_bexxyHg
118,0.998371673,POST,/api/product,403,Java/1.8.0_201,590,1,Morning,1,2025-02-19 05:21:00,AIzaSyitqZPNc4puOpMMfmMMUgQUsLbVlut7MI2sd
99,0.282813677,POST,/data,429,PostmanRuntime/7.29.0,198,1,Afternoon,1,2025-02-19 14:28:00,sk-proj-suedIwyyk2J5QKBixZRkPMhH8jDWj1U3T9vDiY03mZBPjTtG
129,0.626495729,POST,/api/user,429,PostmanRuntime/7.29.0,129,1,Night,1,2025-02-19 04:31:00,sk-ant-api03-KGIYz2L7yE5Eqz__817X6ecOxiVsgpKU008gQfzLMHgbJGuA
41,0.114720262,POST,/v1/chat/completions,200,PostmanRuntime/7.29.0,41,1,Afternoon,0,2023-03-30 12:56:48,sk-ant-api03-x4PgyLzZorQCn4OiuMUMxmZwVTObccBeLePuZp5E8T8vcuLZ
79,0.495769764,POST,/api/product,200,Mozilla/5.0,158,1,Morning,1,2025-02-19 08:50:00,AIzaSy9L8RFjcJmrEBbmeaG9LthqNDAz6F-sNJW0W
114,0.148129033,POST,/api/user,403,PostmanRuntime/7.29.0,456,1,Evening,1,2025-02-19 20:44:00,AIzaSyTw5XfIYAACbGQ3wal7uaKt4Gt4MzKxMzFUx
125,0.603402501,POST,/v1/chat/completions,403,Java/1.8.0_201,625,1,Morning,0,2025-04-29 06:44:44,sk-proj-cD6cURocySVy0Eylz9hD0u1hOjAcwgvWacD7IbgfGBzi47Gy
44,0.488164515,POST,/api/product,200,Java/1.8.0_201,88,1,Night,1,2025-02-19 21:43:00,AIzaSyvYWr-mpW38LduBvMgvnPo6pP6MeofcxelZX
90,0.880362503,POST,/api/product,403,PostmanRuntime/7.29.0,720,1,Afternoon,1,2025-02-19 15:35:00,AIzaSy5Usq8_2E_qN9Ww6Wt5CCI_dGrpuZm3P3vgo
148,0.572424818,POST,/v1/chat/completions,200,Java/1.8.0_201,1184,1,Night,0,2025-01-13 04:06:29,sk-ant-api03-o6yoPeSBit4uITiSmnhLCP9m70Ms7sSCMC8p9ArPPj5dnDkO
139,0.237736108,POST,/api/admin,200,curl/7.64.1,278,1,Afternoon,1,2025-02-19 15:48:00,sk-ant-api03-0eK3XoiW871pEdN0QYwnNHQ2KDgZOjKirZ8CdHKRxcx0h1DJ
19,0.644154113,POST,/api/user,403,PostmanRuntime/7.29.0,38,1,Evening,1,2025-02-19 18:07:00,AIzaSy7sh8BeoMu0p63TIalG4iCFQo2VBABxW8raB
77,0.607942966,POST,/api/product,403,PostmanRuntime/7.29.0,462,1,Afternoon,1,2025-02-19 13:29:00,sk-ant-api03-5wW7HArrkp7v41LOdIr9chb9RiSiiNJ5MyryXGYZnLrL5qpM
68,0.729118436,POST,/v1/chat/completions,403,Mozilla/5.0,612,1,Afternoon,0,2024-08-25 16:15:53,AIzaSyvP5SDNr3kd6giNrB7k0fJjiuu5UqmNPCZuS
99,0.288735536,POST,/api/admin,403,Mozilla/5.0,297,1,Evening,1,2025-02-19 18:37:00,sk-proj-stPo7Mt9qVrwGwp351rHsGKQyaIajITH4HfCVuykBQZwyzXr
73,0.436031596,POST,/v1/chat/completions,200,Mozilla/5.0,657,1,Night,0,2025-09-13 21:40:25,AIzaSyjOXxt30BkmeIEAEKZ-71QEq98lVc37nbzvL
130,0.953902402,POST,/api/product,200,Python-requests/2.25.1,1040,1,Night,1,2025-02-19 21:34:00,sk-ant-api03-S6hDnBkkyFs5d3nsXaj7kx2gPooJyajt60KuA09LmSN0k13f
18,0.413985744,POST,/api/admin,429,PostmanRuntime/7.29.0,72,1,Evening,1,2025-02-19 19:58:00,sk-proj-lovTH3kR4nOhjpPyN7cPXzZWWk0iHQ4dwLuMyJZQdtnJxzkR
69,0.882353037,POST,/data,403,curl/7.64.1,483,1,Night,1,2025-02-19 04:18:00,sk-ant-api03-EZ_rvh0X_OlIU_Vq83RkWbVGHX9ohU9AAVoXIQOiLwfiRoOs
50,0.892814757,POST,/api/admin,403,PostmanRuntime/7.29.0,350,1,Afternoon,1,2025-02-19 12:59:00,AIzaSyM32YQPUaroSwUCJWFXKxt3Kew6xNMjOoQkG
6,0.671758311,POST,/api/admin,403,PostmanRuntime/7.29.0,6,1,Afternoon,1,2025-02-19 12:13:00,sk-proj-7Yd14VUQafLBawkMzjBMQULcpJEV621l0UsHZlnNotwWVAb6
83,0.160128884,POST,/api/user,403,Python-requests/2.25.1,249,1,Evening,1,2025-02-19 20:28:00,sk-proj-Bu95KfTfLadvy5bNxKGQqR12Y6X3nH1b7gHA1MZwm9NLOida
971,0.331712,POST,/login,429,curl/7.64.1,1483,1,Morning,1,2025-02-19 08:37:00,AIzaSygYi7vNl6YXemnWQ1p-0rC3T7F8n0bPq943b
447,0.950653,POST,/login,500,curl/7.64.1,69,1,Night,1,2025-02-19 21:53:00,sk-proj-AAPtFXi9O02b1oLfpi6rWUEOeXLpXiNGF8CWYhOPjZNpKpUJ
5,0.160944421,POST,/api/product,429,PostmanRuntime/7.29.0,30,1,Morning,1,2025-02-19 05:09:00,sk-ant-api03-fG6bc4BM3RwHZ1CxB1JAKFgzubXa2TRytcf7UVsJ0EUnkvfr
47,0.446601229,POST,/v1/chat/completions,403,curl/7.64.1,282,1,Evening,0,2025-01-04 19:20:51,sk-proj-Fi2jJmQKctokQVzDZJhQJpCXPpEqQlNnNaQ4XFzKV8SmpSDL
117,0.689588153,POST,/api/user,403,curl/7.64.1,1053,1,Night,1,2025-02-19 01:05:00,sk-ant-api03-sMJb5B3mYtLF5wQ7e42ezQR072BDzNcVBAjJKS7iF7YTAC5z
104,0.394166307,POST,/api/user,429,Java/1.8.0_201,832,1,Night,1,2025-02-19 00:26:00,sk-ant-api03-EW3perGrJvHB5zVb7DPQM_uaNXxmVtL7LgHPVKZZUhgwWqY3
132,0.572971574,POST,/v1/chat/completions,200,Java/1.8.0_201,1056,1,Night,0,2025-12-01 01:15:33,sk-proj-DQ3dZeaM4TwHuqisFnEOmEnfOqo8C40QWjWdPVm7Cu1RwZxj
89,0.736326295,POST,/data,403,Java/1.8.0_201,356,1,Night,1,2025-02-19 04:09:00,sk-proj-1U7IXwCRSmJRyHMUgPOUw98XdxO7dATdpH6kSlk59pxGv27c
46,0.162903239,POST,/data,403,Java/1.8.0_201,92,1,Night,1,2025-02-19 02:56:00,sk-ant-api03-UlUpMYp536VYgQzooEW56C0Ok7EyTfeljhYz9Bt5kK2wuHCP
11,0.711337397,POST,/api/product,429,Java/1.8.0_201,44,1,Afternoon,1,2025-02-19 15:24:00,AIzaSy-aebEwaO3m294LSwcJ2ztm110-ocweuOVJA
110,0.156151159,POST,/api/product,403,Java/1.8.0_201,880,1,Morning,1,2025-02-19 11:19:00,sk-ant-api03-VtVhGzcmp9s7d5XTUwJ0LwPKwFPF5dkzrrFHJWwUKbq21Etb
111,0.871861532,POST,/api/product,200,Mozilla/5.0,888,1,Morning,1,2025-02-19 06:39:00,sk-proj-TLYzh8MIFO1GSfb22vZ7VTHjc7BjJMJQA1ss6eB1GZIDu8Cf
46,0.316715723,POST,/v1/chat/completions,403,curl/7.64.1,184,1,Morning,0,2024-06-02 05:18:18,sk-ant-api03-qh3YzyZ70cbMZD0yXUFSsHvW_QCevjEPjrv6OKcIqY7cVRU5
38,0.971383825,POST,/api/user,403,Java/1.8.0_201,76,1,Night,1,2025-02-19 23:50:00,sk-proj-t8m5ZyacaJ8tY9ssw7TWJM654ChGa6d1lXR2pvWZZCl3p2Lg
66,0.339961705,POST,/api/product,403,curl/7.64.1,132,1,Afternoon,1,2025-02-19 15:57:00,sk-ant-api03-E_JqBsReEO62CjL4dCfBLhkQ1rPvLit9LORG3yRWib1AvaXC
20,0.765544671,POST,/data,200,curl/7.64.1,160,1,Morning,1,2025-02-19 08:58:00,AIzaSyCZAlju4d81j3gtNvJqm3TdVmZLhXZBC6AfN
75,0.323867511,POST,/api/product,429,Java/1.8.0_201,450,1,Morning,1,2025-02-19 10:31:00,sk-proj-O45O3EJIGAiZRAL77txaX9xgh69Xt2nLJotye6pHhDvDe9C6
144,0.360514503,POST,/api/user,403,PostmanRuntime/7.29.0,1152,1,Morning,1,2025-02-19 10:12:00,sk-proj-YNtnTsELP0MeIb9rhQTkTMyWQpLC4A7VJgEt3HWFGxF6jUft
137,0.324875833,POST,/api/admin,200,Java/1.8.0_201,137,1,Evening,1,2025-02-19 18:14:00,sk-ant-api03-INvjzzMV7qo7evXM_BR_4NrZiyytQlTUiLkVZcLV7dLgkmTv
111,0.399027696,POST,/api/admin,200,curl/7.64.1,444,1,Afternoon,1,2025-02-19 16:32:00,sk-ant-api03-NZaSe7kNIhZP2mxeUreAbxqBr34I94GufGk8lA_zSUWQI3pg
33,0.170996444,POST,/api/product,429,PostmanRuntime/7.29.0,297,1,Evening,1,2025-02-19 20:34:00,sk-ant-api03-75kuJdgtqlb10EM9Us1fwOB1ZHyS7bLGBZqoM2d071t09tl3
94,0.398198179,POST,/api/user,403,Python-requests/2.25.1,846,1,Night,1,2025-02-19 22:38:00,AIzaSyI75nux0bs5LAgBBHZ8fBUOidf-9v-OhgG3n
99,0.293433144,POST,/v1/chat/completions,403,Mozilla/5.0,693,1,Night,0,2023-09-15 22:46:09,sk-proj-pk97knr9gJnDRsD8G5hTErA1ZTa2WPsTkm10oNOl3kZxDwkN
109,0.303491229,POST,/data,403,Java/1.8.0_201,872,1,Night,1,2025-02-19 03:52:00,AIzaSy6hfJ_oEw-wqgKwymrqSzL0B-HaD88olPWaQ
72,0.304920383,POST,/api/product,429,curl/7.64.1,144,1,Night,1,2025-02-19 00:15:00,sk-ant-api03-WRM_L1ITGz3ZophMhs2aBJqu9RJ2RHrQDSaLnmgPBPya0TFS
30,0.29608006,POST,/api/product,403,curl/7.64.1,270,1,Evening,1,2025-02-19 20:23:00,AIzaSy8rlCnGaQuC_uMIDwg4E_l_nJE3nyA_SjROS
567,0.388354,POST,/signup,200,Python-requests/2.25.1,786,1,Night,1,2025-02-19 02:54:00,sk-proj-11HtuDSKwTpSvagknkwVrMpFF2f8ZDF4bvOjMD1Dwg0lf50c
73,0.879297005,POST,/v1/chat/completions,403,PostmanRuntime/7.29.0,511,1,Afternoon,0,2023-10-27 13:19:21,sk-ant-api03-RrIOfkOYQqvDW3gZ_OOec1vdVa5qyACb3Z6dl3xDsKbFpBYW
92,0.228445317,POST,/api/admin,200,PostmanRuntime/7.29.0,184,1,Morning,1,2025-02-19 11:24:00,sk-ant-api03-LtbC7_cveWHWxV4KVd96MhDHddNcfLmyKB8pTWDF4oYZ4h1a
94,0.496825928,POST,/api/product,403,Mozilla/5.0,188,1,Afternoon,1,2025-02-19 12:08:00,AIzaSyopESpvz3bvsiHOjbJeXBLrbuRyeWxWaM3PO
39,0.982747402,POST,/v1/chat/completions,429,Mozilla/5.0,273,1,Morning,0,2025-12-04 09:31:35,sk-ant-api03-MqgbYHx1x60WBmAgq1GD0_FsJ9x2s6Sahn1pI09txeXZf4hy
73,0.689676599,POST,/api/user,429,curl/7.64.1,657,1,Morning,1,2025-02-19 07:25:00,sk-proj-DUB1EAq9kjQRRKuNeQ8V3bZyJWUHKjQpSdkkwbiSnbEimdYZ
122,0.75044407,POST,/api/user,403,curl/7.64.1,488,1,Afternoon,1,2025-02-19 16:42:00,AIzaSyu-naTL-TTi84i4fnxBZcU4oXY75csFXzmGM
139,0.984142995,POST,/data,403,PostmanRuntime/7.29.0,278,1,Morning,1,2025-02-19 05:05:00,AIzaSyI2QJEx2ZWCphxOf5MytV6a4879SU6wunUSS
45,0.336926279,POST,/v1/chat/completions,403,Java/1.8.0_201,405,1,Afternoon,0,2023-04-08 13:29:27,sk-ant-api03-6E3tSLe56wQ0BgxS1eqt2cB1mSHVOtpVjwfP4EQZfFABP9aW
65,0.757433921,POST,/api/product,200,Python-requests/2.25.1,325,1,Morning,1,2025-02-19 08:19:00,sk-ant-api03-gcXypkTPhrwxVFqpRluFDDcRwaH29pyosSTVLNGmozrEUszL
101,0.953005,POST,/login,200,Mozilla/5.0,712,1,Morning,1,2025-02-19 09:13:00,sk-ant-api03-e68cpyJ5p70JG3N7JblTDelJrJVRPBXC05g1Q1qiFAzYiKlS
87,0.274725451,POST,/api/product,429,PostmanRuntime/7.29.0,174,1,Morning,1,2025-02-19 05:05:00,sk-ant-api03-gshOUjgk58IDP428uvw95aZlCh0xNnXqtLxWkvjx_gZSSAOo
31,0.865907581,POST,/v1/chat/completions,429,PostmanRuntime/7.29.0,186,1,Night,0,2025-06-01 03:52:32,sk-ant-api03-uaZJx_BhY9iDZ2e90tESLZGzAchWd9WIqsm_pEvbWhMi8zBQ
81,0.939934938,POST,/api/admin,403,Mozilla/5.0,243,1,Afternoon,1,2025-02-19 12:43:00,AIzaSybQ1iO_UfXNolFlgtSeTbSGba6pgEYOBYSiH
26,0.515542828,POST,/data,403,PostmanRuntime/7.29.0,130,1,Night,1,2025-02-19 23:07:00,sk-ant-api03-ANgB5N9vlNVMelXkZ21Va08vzOcJ1nDfj1qPDkLfqWgxwGkq
103,0.506898684,POST,/v1/chat/completions,200,Java/1.8.0_201,309,1,Night,0,2024-11-21 01:20:10,sk-proj-SF9EfFMiSK3SjDNU79zl995bqhszCjCZeQDUrJIzJcpeHowm
6,0.657610969,POST,/api/admin,403,PostmanRuntime/7.29.0,18,1,Morning,1,2025-02-19 05:27:00,sk-proj-sabgdE452Zs6LkKkhmkHyOXYqMIfRQOi0dp6xHoNjMWnV2W9
37,0.143454216,POST,/data,200,Mozilla/5.0,74,1,Afternoon,1,2025-02-19 13:11:00,sk-proj-ghC3hxNHVh3jpuLYK3ZjzWJ7BDeTtyFYeeqccH8i7N0jpIJx
71,0.764863906,POST,/api/admin,403,curl/7.64.1,355,1,Afternoon,1,2025-02-19 13:40:00,sk-proj-woYUwVBdZleQsJ99oQFnMVlyFV85YL8j18EelIj1GY6wPE5T
46,0.230171208,POST,/data,403,Python-requests/2.25.1,276,1,Morning,1,2025-02-19 09:11:00,sk-proj-wMMlbPykMmvqF9b8aPRoWvNjBpEgIR5zu2DNhhEY1A58dJPO
111,0.216431499,POST,/data,200,Python-requests/2.25.1,333,1,Night,1,2025-02-19 22:35:00,sk-ant-api03-G1F_MI4TykvDmXbpgHtavBvoMPthKzSeuVXVZn8UuLzrSQ0Z
26,0.881707094,POST,/api/user,403,Java/1.8.0_201,104,1,Night,1,2025-02-19 01:03:00,sk-ant-api03-Mwq9X6SV8Sk2aQvKSmjId4Kz8Vdh0eEHsOr2NfDhNSo64fsG
46,0.954118197,POST,/api/product,200,Java/1.8.0_201,138,1,Night,1,2025-02-19 22:29:00,sk-proj-rPtFdfPSi1QrJs0YrlYSFuBqvvi47SOb6hmX6iSLqMKACqXc
19,0.510463568,POST,/api/user,200,PostmanRuntime/7.29.0,133,1,Afternoon,1,2025-02-19 16:04:00,sk-proj-TxRP1RZGEQfjyC6RjPjxqOIJ1hDxGgV3q6jkbAIqZHSNCAE8
34,0.862210811,POST,/api/user,403,PostmanRuntime/7.29.0,68,1,Afternoon,1,2025-02-19 15:15:00,sk-ant-api03-ThNspXgAig5weAYcqwHtaxjWD7ezPR2Wnib4einJXoonSy6B
82,0.818163909,POST,/api/product,200,PostmanRuntime/7.29.0,492,1,Night,1,2025-02-19 23:02:00,AIzaSyOuV2IX8TjS0V8qW1ShHhXejbt1zmi0g4l_t
66,0.240169896,POST,/v1/chat/completions,403,Python-requests/2.25.1,396,1,Afternoon,0,2024-04-07 13:27:25,sk-ant-api03-CgVStcrWajbuoJFvc7M88vCESmc2k2om3icT8jyJvcDiZvQz
48,0.426329834,POST,/v1/chat/completions,200,Mozilla/5.0,384,1,Night,0,2023-02-19 00:01:05,AIzaSy2xcXptFCDDrIhFPfK471AXxa0xGJXOoCiiO
62,0.400091229,POST,/api/admin,403,curl/7.64.1,248,1,Night,1,2025-02-19 04:49:00,sk-ant-api03-sSAgGx7b4eLzJ9E0UveBuatQrwIwVp4md2IaAffr26GmfJmU
102,0.266733981,POST,/data,429,curl/7.64.1,816,1,Evening,1,2025-02-19 20:40:00,sk-ant-api03-QKTPa9ljdegWCBpv0xJuu_hSbZhy2PAPkcbzRaVLctN3GWn1
12,0.2121309,POST,/api/user,403,PostmanRuntime/7.29.0,60,1,Morning,1,2025-02-19 10:46:00,sk-ant-api03-zT7cBQm_Xqfo7yhqeSVhaxas924Oum9d8AwCpmv8GRm4Rk59
34,0.103978048,POST,/api/product,403,curl/7.64.1,68,1,Morning,1,2025-02-19 05:14:00,AIzaSyskLLrI6syfl-6K9QN-OygnT47IPuI3c9HDK
26,0.474339155,POST,/data,403,Mozilla/5.0,208,1,Afternoon,1,2025-02-19 14:10:00,sk-ant-api03-ZI6tUqGAMd_rt02Xt01gEwCCw_CSoOndQYtlgzfL0IRac1p7
71,0.288759591,POST,/api/admin,403,PostmanRuntime/7.29.0,355,1,Afternoon,1,2025-02-19 14:59:00,AIzaSyJKRwktimVO58mnncS4hl6BbPplXpH7qKAJ2
42,0.985885024,POST,/data,403,Python-requests/2.25.1,42,1,Afternoon,1,2025-02-19 12:21:00,AIzaSyWD8KGAtuutt0K2SMfvBZn_HL9fdG8xx52W7
58,0.412947197,POST,/api/admin,200,Mozilla/5.0,348,1,Morning,1,2025-02-19 10:28:00,AIzaSyDe4gFostSvD8B0fbObubMZ5sUGoeudlZ3sY
9,0.170152988,POST,/api/product,200,PostmanRuntime/7.29.0,72,1,Night,1,2025-02-19 02:28:00,AIzaSyUbXUTakllJVXK5tzRsz4VPYpC6e6aXxBOyh
41,0.384892098,POST,/data,403,PostmanRuntime/7.29.0,205,1,Evening,1,2025-02-19 17:22:00,sk-proj-smNW8aCGdeOZKreHeWiwgN8UQrj6kSLBYMVloRIH3QoDh1tN
20,0.452962006,POST,/v1/chat/completions,200,Python-requests/2.25.1,160,1,Night,0,2023-03-31 02:12:03,sk-ant-api03-t7LaQA1DN5rNPM1SgxgPpXi6Lz9Ih8pPJOCWQNmT_GeLQ2aI
55,0.493117755,POST,/api/admin,403,Python-requests/2.25.1,330,1,Morning,1,2025-02-19 11:48:00,sk-proj-Lk8WlLcNcSXPRTCu0QXVl61gjI99FKh3dckxmM6oAhD5irId
148,0.715572605,POST,/v1/chat/completions,200,Java/1.8.0_201,1184,1,Night,0,2025-02-14 21:18:12,sk-ant-api03-h3AQL0ZGmoCBPfXxv2uKiN8czDFtDAMk1IwXyYkNpB5Q2zHS
111,0.849008307,POST,/v1/chat/completions,403,PostmanRuntime/7.29.0,555,1,Morning,0,2025-05-30 05:07:12,sk-proj-VSyaSUkUxLWN112rkT41yMLG3sp5maWtjZBD6gQeYi8ZTDGZ
93,0.277596744,POST,/api/user,200,Java/1.8.0_201,372,1,Morning,1,2025-02-19 05:46:00,sk-ant-api03-jSubMhxvuY40sbfNr0PEBD28N96uWT9IEJ_c99GP7t5HFjJj
146,0.292846971,POST,/api/user,403,Java/1.8.0_201,730,1,Night,1,2025-02-19 01:40:00,sk-proj-dRqeoUsi4UMSoK9TFS5LT3wjLKLy28uROrVuQ9HPFPM4wG2S
30,0.190373038,POST,/api/product,200,curl/7.64.1,150,1,Night,1,2025-02-19 04:04:00,AIzaSysIMlEzLrp3LLdV1-M_eK_tZrGmRLZsZ4ehI
150,0.973056782,POST,/api/product,403,PostmanRuntime/7.29.0,1350,1,Morning,1,2025-02-19 08:06:00,sk-proj-eI8J0y4w2cQY3fMJhEbiS0t77s8i0L1dYpVgSnyOZyQBUlDo
141,0.959535191,POST,/api/user,200,curl/7.64.1,846,1,Morning,1,2025-02-19 08:06:00,sk-proj-KRqhszFkAR2osCYOwx3EGkr8maOs9jih85narJYmtOXovMyA
37,0.545882787,POST,/data,403,Java/1.8.0_201,222,1,Evening,1,2025-02-19 20:56:00,sk-ant-api03-ei94ISkhFFwYmOvq7yABGiO92ITBmXzDVC7scbgHjpgKpFfT
52,0.704879122,POST,/api/admin,403,PostmanRuntime/7.29.0,416,1,Evening,1,2025-02-19 19:31:00,sk-ant-api03-nNY_31vyNNCNjTqpiKHmcuORjwHk2_JEfCLfr3PBD3Qe8N2H
143,0.548411331,POST,/data,200,curl/7.64.1,429,1,Night,1,2025-02-19 21:04:00,AIzaSy2x1I6-tZHey-uDK7j7Gai8Lyc5XV8XJQmb3
102,0.322586256,POST,/v1/chat/completions,403,PostmanRuntime/7.29.0,510,1,Afternoon,0,2024-02-13 15:27:32,sk-ant-api03-dFKef3stzP4QDkGShopimigIXqjqbQsH6QpLC7BeCKv9IBlw
124,0.210306287,POST,/v1/chat/completions,200,PostmanRuntime/7.29.0,248,1,Night,0,2023-02-13 00:44:20,sk-proj-YEyMBSQwDK7iWAvSB5yOIWJTeWlvFgCS3af7IZgQFzegf6UN
93,0.632349275,POST,/api/admin,200,Java/1.8.0_201,372,1,Night,1,2025-02-19 00:40:00,AIzaSyXN21efi1Gs7iZLBeLEOqw2azG6Tc3KW9U_k
146,0.225979021,POST,/api/user,200,curl/7.64.1,146,1,Morning,1,2025-02-19 09:56:00,AIzaSyTeV7K6PfSm0TCQCyYh2KW-J59cgM3aHjFix
79,0.543935631,POST,/api/product,200,Java/1.8.0_201,632,1,Morning,1,2025-02-19 11:06:00,sk-ant-api03-wRq1T5oiJrsiOcnntTCS1zjKF_Gyw0EXHuvqLBwG0AIpa6VZ
78,0.87021545,POST,/api/product,403,PostmanRuntime/7.29.0,702,1,Evening,1,2025-02-19 19:13:00,sk-proj-Amat4gpIOk9aCT5teLDjdWSIFPt2R3vb8bACi9qz0FzQYUaS
107,0.322746004,POST,/api/user,200,curl/7.64.1,535,1,Afternoon,1,2025-02-19 13:24:00,sk-ant-api03-3FKHTIW7xyMdfDU_DbVovLzGLlay8NmU6RG7B5SNSLdJiXYd
82,0.937202653,POST,/v1/chat/completions,200,Mozilla/5.0,164,1,Night,0,2023-05-19 00:10:29,sk-proj-W6tZWE3tdDjXWHbtFgZjxVdcWUCZsz77pgC07KmFcxwohp2f
36,0.273795379,POST,/v1/chat/completions,403,curl/7.64.1,108,1,Night,0,2024-10-27 23:07:06,AIzaSyyfjZM2pPU8u2RACDGVxtZ_DgYlJ0FFF_C37
90,0.778528316,POST,/api/product,429,PostmanRuntime/7.29.0,810,1,Afternoon,1,2025-02-19 16:36:00,sk-ant-api03-Nab1qNNVpXTzDPz3PTkWPFRzAz2XpbOK5eYVH8h5ITnkprBX
105,0.655824902,POST,/api/product,403,Java/1.8.0_201,105,1,Afternoon,1,2025-02-19 12:00:00,AIzaSyB5ireY0gQ9i_xgMP3u2IRFF9TfAyf4KQyYg
113,0.106147459,POST,/api/user,403,Mozilla/5.0,226,1,Evening,1,2025-02-19 19:41:00,AIzaSyjlksjZn2tBgqxc_Rud2XQ-BllEA8IKdw3ll
44,0.319687557,POST,/v1/chat/completions,200,curl/7.64.1,88,1,Afternoon,0,2023-11-14 12:39:58,AIzaSy22SrZVd0l7RMY1kZNVq1kxasJmfxjh4RWdZ
19,0.275633718,POST,/api/user,200,PostmanRuntime/7.29.0,133,1,Morning,1,2025-02-19 10:03:00,sk-proj-xYWpeCUPqx0bkOdYoVt8zI6Tyog60Xw0YK7aX7ipKP3OW5XV
63,0.417728,POST,/v1/chat/messages,404,curl/7.64.1,380,1,Night,1,2025-02-19 00:04:00,AIzaSyKscSVENsQjpS2nPsF0Flb13crLFEP87D03f
36,0.780061072,POST,/api/product,200,Python-requests/2.25.1,144,1,Morning,1,2025-02-19 07:13:00,AIzaSyDWlxTTWj1NrosTke1Afar6tJ5Iu5XUvNOZi
126,0.79533621,POST,/api/product,200,Mozilla/5.0,504,1,Night,1,2025-02-19 04:19:00,AIzaSyyqr_mv6QscLM1bRtep1vOFC_zXkD5j38VtX
53,0.101098425,POST,/api/user,200,PostmanRuntime/7.29.0,477,1,Afternoon,1,2025-02-19 13:42:00,AIzaSywkUZ4Pp5rPnTvBxk8KSDGjleTr4eS7BiGSj
139,0.225713553,POST,/v1/chat/completions,200,Java/1.8.0_201,973,1,Morning,0,2025-06-12 06:06:51,AIzaSyObXQj6p3GBN4oqSWJ1aZ208c7iOgZEdGs8x
129,0.775146243,POST,/v1/chat/completions,429,Java/1.8.0_201,387,1,Evening,0,2023-12-09 18:48:30,AIzaSym8o0QTKDIOUgUd0-vPl9BXgfWCydlIq8-Gl
103,0.935760072,POST,/data,403,Python-requests/2.25.1,412,1,Afternoon,1,2025-02-19 13:09:00,sk-ant-api03-BK1iOaVd1p89kMr4izgKTquvsWXk5aLA_SFOuuxIr10sgSUm
5,0.256771214,POST,/v1/chat/completions,200,Java/1.8.0_201,35,1,Morning,0,2023-06-18 11:40:51,AIzaSyHWkz6bWFKGY6CpCPSMgveqHk7gULJByAZEJ
63,0.943754078,POST,/data,200,curl/7.64.1,441,1,Night,1,2025-02-19 03:24:00,AIzaSytHzhEDx3DpycKdmcGkEO28P2n6rB4mc5LdP
94,0.128191163,POST,/api/product,429,PostmanRuntime/7.29.0,658,1,Night,1,2025-02-19 22:23:00,AIzaSyTpY2Z2QbFAKA2f2BvOr2kS7CGIHWh2NiyzH
81,0.512283366,POST,/v1/chat/completions,200,Mozilla/5.0,729,1,Morning,0,2025-03-15 09:44:48,AIzaSyBaJSKwWfzjO1gebDSKtqMzVxMSHjFv-7LB3
120,0.458666932,POST,/api/product,403,curl/7.64.1,960,1,Afternoon,1,2025-02-19 14:15:00,sk-ant-api03-UQIvGPFAgCoxGJqwrPXwZw2LwBlLXIacBlY7m3Cfpvtl7dx9
125,0.585456795,POST,/data,403,Mozilla/5.0,875,1,Evening,1,2025-02-19 20:42:00,AIzaSyhgaxxeH3PO1ZE5sqaM483TzPYQd3jhgLeOo
53,0.853486331,POST,/api/admin,403,PostmanRuntime/7.29.0,106,1,Afternoon,1,2025-02-19 12:41:00,AIzaSyaxuo941gc14nl72osPO6YxdQ6F0lrOOC-oY
102,0.750085824,POST,/v1/chat/completions,200,PostmanRuntime/7.29.0,816,1,Night,0,2024-05-26 00:42:39,sk-ant-api03-1866QXzWYvvvYezypVwFIOBImdnQsbxIAhznI4xE5P07aQTX
128,0.634214589,POST,/data,200,Python-requests/2.25.1,512,1,Afternoon,1,2025-02-19 15:37:00,AIzaSyUGsfNJAtoN49IdW0F6AgL-QvSD_s4MjyVAs
124,0.799899611,POST,/v1/chat/completions,403,Mozilla/5.0,620,1,Evening,0,2024-05-29 20:34:59,sk-ant-api03-DFTF4CMy2q8fQ2OI4Sh1ZUapeHT9Gz2GMFAoUcY1F_ACLgpZ
